peakID	Freq	FreqUnique	peakLEN	peakANNO	chr	start	end	MutSamples	MutSamplesunique	peakMUTr	pbin	pbin.adj	neglog10qval
chr12:12180703-12181076	1	1	373	DistalRE	chr12	12180703	12181076	Baca_06-3199_T_wgs	Baca_06-3199_T_wgs	0.00268096514745308	0.00346198093239011	0.00982855501373632	2.00751032710066
chr12:122040659-122041035	1	1	376	RNU6-1004P	chr12	122040659	122041035	CPCG0208-F1	CPCG0208-F1	0.00265957446808511	0.00273626098571556	0.00982855501373632	2.00751032710066
chr12:122355916-122356537	1	1	621	WDR66	chr12	122355916	122356537	Baca_08-501_T_wgs	Baca_08-501_T_wgs	0.00161030595813205	0.00389359752524676	0.00982855501373632	2.00751032710066
chr12:122500613-122501547	1	1	934	AC156455.1	chr12	122500613	122501547	CPCG0196-F1	CPCG0196-F1	0.00107066381156317	0.00398194778849972	0.00982855501373632	2.00751032710066
chr12:122607655-122608015	1	1	360	DistalRE	chr12	122607655	122608015	Berger_3043_T_wgs	Berger_3043_T_wgs	0.00277777777777778	0.00280041255837233	0.00982855501373632	2.00751032710066
chr12:123579206-123579594	1	1	388	DistalRE	chr12	123579206	123579594	CPCG0201-F1	CPCG0201-F1	0.00257731958762887	0.00398946828598599	0.00982855501373632	2.00751032710066
chr12:123742474-123742617	1	1	143	DistalRE	chr12	123742474	123742617	Baca_STID0000003042_T_wgs	Baca_STID0000003042_T_wgs	0.00699300699300699	0.00161571540278937	0.00982855501373632	2.00751032710066
chr12:124171257-124171631	1	1	374	DistalRE	chr12	124171257	124171631	CPCG0073-F1	CPCG0073-F1	0.00267379679144385	0.00347124625486433	0.00982855501373632	2.00751032710066
chr12:124436521-124436939	1	1	418	DistalRE	chr12	124436521	124436939	CPCG0258-F1	CPCG0258-F1	0.00239234449760766	0.00157431350162174	0.00982855501373632	2.00751032710066
chr12:124673031-124673379	1	1	348	DistalRE	chr12	124673031	124673379	Baca_08-556_T_wgs	Baca_08-556_T_wgs	0.0028735632183908	0.00410159178226492	0.00982855501373632	2.00751032710066
chr12:12502668-12503286	1	1	618	DistalRE	chr12	12502668	12503286	CPCG0260-F1	CPCG0260-F1	0.00161812297734628	0.00402950515987432	0.00982855501373632	2.00751032710066
chr12:125313960-125314146	1	1	186	DistalRE	chr12	125313960	125314146	CPCG0196-F1	CPCG0196-F1	0.00537634408602151	0.000794246319035047	0.00982855501373632	2.00751032710066
chr12:125608957-125609277	1	1	320	AACS	chr12	125608957	125609277	CPCG0123-F1	CPCG0123-F1	0.003125	0.00232920776395901	0.00982855501373632	2.00751032710066
chr12:126466266-126466511	1	1	245	RP5-916L7.2	chr12	126466266	126466511	CPCG0334-F1	CPCG0334-F1	0.00408163265306122	0.0022138811897416	0.00982855501373632	2.00751032710066
chr12:126520977-126521331	1	1	354	DistalRE	chr12	126520977	126521331	CPCG0246-F1	CPCG0246-F1	0.00282485875706215	0.00186630692177386	0.00982855501373632	2.00751032710066
chr1:212655302-212655643	1	1	341	DistalRE	chr1	212655302	212655643	Baca_STID0000003042_T_wgs	Baca_STID0000003042_T_wgs	0.00293255131964809	0.00384855099772051	0.00982855501373632	2.00751032710066
chr1:212779443-212779784	1	1	341	ATF3	chr1	212779443	212779784	CPCG0360-F1	CPCG0360-F1	0.00293255131964809	0.00145563634839581	0.00982855501373632	2.00751032710066
chr12:131519816-131520026	1	1	210	DistalRE	chr12	131519816	131520026	CPCG0094-F1	CPCG0094-F1	0.00476190476190476	0.0017398903995054	0.00982855501373632	2.00751032710066
chr12:132314998-132315257	1	1	259	DistalRE	chr12	132314998	132315257	CPCG0199-F1	CPCG0199-F1	0.00386100386100386	0.00117080301906185	0.00982855501373632	2.00751032710066
chr12:133072553-133072852	1	1	299	DistalRE	chr12	133072553	133072852	CPCG0057-F1	CPCG0057-F1	0.00334448160535117	0.00307576728541336	0.00982855501373632	2.00751032710066
chr12:14408388-14408943	1	1	555	DistalRE	chr12	14408388	14408943	CPCG0154-F1	CPCG0154-F1	0.0018018018018018	0.00348050625272441	0.00982855501373632	2.00751032710066
chr12:1459003-1459152	1	1	149	DistalRE	chr12	1459003	1459152	CPCG0380-F1	CPCG0380-F1	0.00671140939597315	0.00123480585265343	0.00982855501373632	2.00751032710066
chr1:214689342-214690565	1	1	1223	DistalRE	chr1	214689342	214690565	Baca_07-5021_T_wgs	Baca_07-5021_T_wgs	0.000817661488143908	0.00398720173870351	0.00982855501373632	2.00751032710066
chr12:15160685-15160784	1	1	99	DistalRE	chr12	15160685	15160784	CPCG0369-F1	CPCG0369-F1	0.0101010101010101	0.000795754327110087	0.00982855501373632	2.00751032710066
chr1:215812319-215812699	1	1	380	DistalRE	chr1	215812319	215812699	TCGA_7740_T1_wgs	TCGA_7740_T1_wgs	0.00263157894736842	0.0010498173847256	0.00982855501373632	2.00751032710066
chr1:215883859-215884024	1	1	165	DistalRE	chr1	215883859	215884024	CPCG0040-F1	CPCG0040-F1	0.00606060606060606	0.00178128168017989	0.00982855501373632	2.00751032710066
chr12:16589045-16589447	1	1	402	DistalRE	chr12	16589045	16589447	Baca_07-144_T_wgs	Baca_07-144_T_wgs	0.00248756218905473	0.00433429944948809	0.00982855501373632	2.00751032710066
chr12:19387110-19387539	1	1	429	PLEKHA5	chr12	19387110	19387539	Baca_09-37_T_wgs	Baca_09-37_T_wgs	0.00233100233100233	0.0038733278393868	0.00982855501373632	2.00751032710066
chr1:219452407-219453663	1	1	1256	DistalRE	chr1	219452407	219453663	CPCG0205-F1	CPCG0205-F1	0.000796178343949045	0.0044088391185081	0.00982855501373632	2.00751032710066
chr12:20164127-20164564	1	1	437	DistalRE	chr12	20164127	20164564	CPCG0189-F1	CPCG0189-F1	0.0022883295194508	0.00372663333792356	0.00982855501373632	2.00751032710066
chr12:20373322-20373605	1	1	283	DistalRE	chr12	20373322	20373605	Baca_05-1657_T_wgs	Baca_05-1657_T_wgs	0.00353356890459364	0.00213113562294478	0.00982855501373632	2.00751032710066
chr12:2041447-2041798	1	1	351	DistalRE	chr12	2041447	2041798	CPCG0407-F1	CPCG0407-F1	0.00284900284900285	0.00255456132304897	0.00982855501373632	2.00751032710066
chr12:22568548-22569431	1	1	883	DistalRE	chr12	22568548	22569431	CPCG0205-F1	CPCG0205-F1	0.00113250283125708	0.00310155922968051	0.00982855501373632	2.00751032710066
chr1:224238490-224238773	1	1	283	DistalRE	chr1	224238490	224238773	CPCG0365-F1	CPCG0365-F1	0.00353356890459364	0.00127922499770351	0.00982855501373632	2.00751032710066
chr1:225780336-225780748	1	1	412	DistalRE	chr1	225780336	225780748	CPCG0365-F1	CPCG0365-F1	0.00242718446601942	0.00186179152695386	0.00982855501373632	2.00751032710066
chr1:226009338-226009877	1	1	539	DistalRE	chr1	226009338	226009877	CPCG0358-F1	CPCG0358-F1	0.00185528756957328	0.00175920108381988	0.00982855501373632	2.00751032710066
chr12:26067633-26068046	1	1	413	DistalRE	chr12	26067633	26068046	CPCG0083-F1	CPCG0083-F1	0.00242130750605327	0.00403927231709379	0.00982855501373632	2.00751032710066
chr1:226271173-226271291	1	1	118	RP11-396C23.2	chr1	226271173	226271291	CPCG0242-F1	CPCG0242-F1	0.00847457627118644	0.00159991167837835	0.00982855501373632	2.00751032710066
chr1:226904349-226904534	1	1	185	DistalRE	chr1	226904349	226904534	Weischenfeldt_02_T_wgs	Weischenfeldt_02_T_wgs	0.00540540540540541	0.000650615122358522	0.00982855501373632	2.00751032710066
chr12:27691892-27692634	1	1	742	DistalRE	chr12	27691892	27692634	CPCG0182-F1	CPCG0182-F1	0.00134770889487871	0.00242095476745535	0.00982855501373632	2.00751032710066
chr1:228633262-228633411	1	1	149	DistalRE	chr1	228633262	228633411	CPCG0262-F1	CPCG0262-F1	0.00671140939597315	0.00116001226608708	0.00982855501373632	2.00751032710066
chr1:229198025-229198150	1	1	125	DistalRE	chr1	229198025	229198150	TCGA_5788_T1_wgs	TCGA_5788_T1_wgs	0.008	0.00178880992979702	0.00982855501373632	2.00751032710066
chr1:229365619-229365955	1	1	336	DistalRE	chr1	229365619	229365955	CPCG0057-F1	CPCG0057-F1	0.00297619047619048	0.00345572226434493	0.00982855501373632	2.00751032710066
chr1:230443833-230444213	1	1	380	DistalRE	chr1	230443833	230444213	CPCG0246-F1	CPCG0246-F1	0.00263157894736842	0.00200324292722815	0.00982855501373632	2.00751032710066
chr12:30917204-30917414	1	1	210	DistalRE	chr12	30917204	30917414	CPCG0232-F1	CPCG0232-F1	0.00476190476190476	0.00326639764564992	0.00982855501373632	2.00751032710066
chr12:31141692-31142283	1	1	591	DistalRE	chr12	31141692	31142283	TCGA_7169_T1_wgs	TCGA_7169_T1_wgs	0.00169204737732657	0.00400172504573406	0.00982855501373632	2.00751032710066
chr1:231474626-231474948	1	1	322	SPRTN	chr1	231474626	231474948	CPCG0340-F1	CPCG0340-F1	0.0031055900621118	0.0020207984812181	0.00982855501373632	2.00751032710066
chr1:231553988-231554209	1	1	221	DistalRE	chr1	231553988	231554209	CPCG0380-F1	CPCG0380-F1	0.00452488687782805	0.00183094403249155	0.00982855501373632	2.00751032710066
chr1:231863899-231864203	1	1	304	DistalRE	chr1	231863899	231864203	CPCG0083-F1	CPCG0083-F1	0.00328947368421053	0.00297480490531911	0.00982855501373632	2.00751032710066
chr12:32138728-32139273	1	1	545	KIAA1551	chr12	32138728	32139273	Baca_STID0000002621_T_wgs	Baca_STID0000002621_T_wgs	0.0018348623853211	0.00300836998503955	0.00982855501373632	2.00751032710066
chr12:32575773-32575937	1	1	164	DistalRE	chr12	32575773	32575937	Baca_07-4941_T_wgs	Baca_07-4941_T_wgs	0.00609756097560976	0.001770495596118	0.00982855501373632	2.00751032710066
chr12:32686932-32687423	1	1	491	FGD4	chr12	32686932	32687423	CPCG0094-F1	CPCG0094-F1	0.00203665987780041	0.00406329491756736	0.00982855501373632	2.00751032710066
chr1:232903551-232903705	1	1	154	DistalRE	chr1	232903551	232903705	CPCG0208-F1	CPCG0208-F1	0.00649350649350649	0.00112160923355446	0.00982855501373632	2.00751032710066
chr1:234247307-234247545	1	1	238	DistalRE	chr1	234247307	234247545	CPCG0371-F1	CPCG0371-F1	0.00420168067226891	0.00215069551077316	0.00982855501373632	2.00751032710066
chr1:235811848-235812050	1	1	202	DistalRE	chr1	235811848	235812050	CPCG0256-F1	CPCG0256-F1	0.00495049504950495	0.000558198105892124	0.00982855501373632	2.00751032710066
chr1:237155634-237155893	1	1	259	DistalRE	chr1	237155634	237155893	CPCG0003-F1	CPCG0003-F1	0.00386100386100386	0.0031839859899289	0.00982855501373632	2.00751032710066
chr12:3770302-3770518	1	1	216	DistalRE	chr12	3770302	3770518	CPCG0340-F1	CPCG0340-F1	0.00462962962962963	0.00135601797025502	0.00982855501373632	2.00751032710066
chr1:23854644-23855223	1	1	579	DistalRE	chr1	23854644	23855223	CPCG0256-F1	CPCG0256-F1	0.00172711571675302	0.00159915039414842	0.00982855501373632	2.00751032710066
chr12:38710264-38710749	1	1	485	ALG10B	chr12	38710264	38710749	Baca_STID0000002621_T_wgs	Baca_STID0000002621_T_wgs	0.00206185567010309	0.00267761711921317	0.00982855501373632	2.00751032710066
chr1:2391202-2391566	1	1	364	DistalRE	chr1	2391202	2391566	CPCG0078-F1	CPCG0078-F1	0.00274725274725275	0.00310507408578803	0.00982855501373632	2.00751032710066
chr12:39502974-39503168	1	1	194	DistalRE	chr12	39502974	39503168	CPCG0099-F1	CPCG0099-F1	0.00515463917525773	0.00345523443153413	0.00982855501373632	2.00751032710066
chr1:239749318-239749755	1	1	437	DistalRE	chr1	239749318	239749755	CPCG0371-F1	CPCG0371-F1	0.0022883295194508	0.00394541505467439	0.00982855501373632	2.00751032710066
chr1:239885576-239885792	1	1	216	DistalRE	chr1	239885576	239885792	CPCG0378-F1	CPCG0378-F1	0.00462962962962963	0.00330546903936033	0.00982855501373632	2.00751032710066
chr1:243650904-243651116	1	1	212	AKT3,SDCCAG8	chr1	243650904	243651116	Baca_STID0000002621_T_wgs	Baca_STID0000002621_T_wgs	0.00471698113207547	0.00117130558810408	0.00982855501373632	2.00751032710066
chr1:244314874-244315236	1	1	362	DistalRE	chr1	244314874	244315236	CPCG0003-F1	CPCG0003-F1	0.00276243093922652	0.00444738508795214	0.00982855501373632	2.00751032710066
chr1:245206086-245206518	1	1	432	RNU6-999P	chr1	245206086	245206518	CPCG0379-F1	CPCG0379-F1	0.00231481481481481	0.00411660231614065	0.00982855501373632	2.00751032710066
chr1:24616452-24616823	1	1	371	DistalRE	chr1	24616452	24616823	Baca_STID0000002682_T_wgs	Baca_STID0000002682_T_wgs	0.00269541778975741	0.00390787322125176	0.00982855501373632	2.00751032710066
chr1:2462318-2462733	1	1	415	HES5	chr1	2462318	2462733	TCGA_7233_T1_wgs	TCGA_7233_T1_wgs	0.00240963855421687	0.00322756222977298	0.00982855501373632	2.00751032710066
chr12:46736397-46736524	1	1	127	DistalRE	chr12	46736397	46736524	CPCG0263-F1	CPCG0263-F1	0.0078740157480315	0.000988819998596715	0.00982855501373632	2.00751032710066
chr1:247791320-247791533	1	1	213	DistalRE	chr1	247791320	247791533	CPCG0331-F1	CPCG0331-F1	0.00469483568075117	0.0024590669938342	0.00982855501373632	2.00751032710066
chr12:48111323-48111664	1	1	341	ENDOU,RP1-197B17.3	chr12	48111323	48111664	CPCG0199-F1	CPCG0199-F1	0.00293255131964809	0.00154119619348938	0.00982855501373632	2.00751032710066
chr1:248843781-248843940	1	1	159	DistalRE	chr1	248843781	248843940	CPCG0099-F1	CPCG0099-F1	0.00628930817610063	0.00283275124356291	0.00982855501373632	2.00751032710066
chr12:49262942-49263243	1	1	301	DistalRE	chr12	49262942	49263243	Weischenfeldt_011_T_wgs	Weischenfeldt_011_T_wgs	0.00332225913621262	0.00105835244758487	0.00982855501373632	2.00751032710066
chr12:49499412-49499654	1	1	242	LMBR1L	chr12	49499412	49499654	CPCG0241-F1	CPCG0241-F1	0.00413223140495868	0.00206543813183401	0.00982855501373632	2.00751032710066
chr12:50101168-50101626	1	1	458	TMBIM6	chr12	50101168	50101626	Baca_04-1084_T_wgs	Baca_04-1084_T_wgs	0.00218340611353712	0.00356138816189898	0.00982855501373632	2.00751032710066
chr1:25121093-25121434	1	1	341	DistalRE	chr1	25121093	25121434	CPCG0334-F1	CPCG0334-F1	0.00293255131964809	0.00308002405621379	0.00982855501373632	2.00751032710066
chr12:51476452-51476667	1	1	215	DistalRE	chr12	51476452	51476667	CPCG0078-F1	CPCG0078-F1	0.00465116279069767	0.00183520827899912	0.00982855501373632	2.00751032710066
chr12:51735122-51735484	1	1	362	DistalRE	chr12	51735122	51735484	CPCG0191-F1	CPCG0191-F1	0.00276243093922652	0.00236229868382328	0.00982855501373632	2.00751032710066
chr12:51818929-51819026	1	1	97	SLC4A8	chr12	51818929	51819026	CPCG0341-F1	CPCG0341-F1	0.0103092783505155	0.000901456133537635	0.00982855501373632	2.00751032710066
chr12:53024590-53025057	1	1	467	DistalRE	chr12	53024590	53025057	CPCG0213-F1	CPCG0213-F1	0.00214132762312634	0.00409883280763516	0.00982855501373632	2.00751032710066
chr12:53618282-53618565	1	1	283	DistalRE	chr12	53618282	53618565	CPCG0392-F1	CPCG0392-F1	0.00353356890459364	0.00248588463354841	0.00982855501373632	2.00751032710066
chr12:5418863-5419163	1	1	300	DistalRE	chr12	5418863	5419163	Baca_08-1042_T_wgs	Baca_08-1042_T_wgs	0.00333333333333333	0.00391238357820794	0.00982855501373632	2.00751032710066
chr12:57038536-57039274	1	1	738	ATP5B,SNORD59A	chr12	57038536	57039274	Weischenfeldt_05_T_wgs	Weischenfeldt_05_T_wgs	0.0013550135501355	0.00425622447971408	0.00982855501373632	2.00751032710066
chr12:58238389-58238852	1	1	463	DistalRE	chr12	58238389	58238852	CPCG0184-F1	CPCG0184-F1	0.00215982721382289	0.00360019787418225	0.00982855501373632	2.00751032710066
chr12:59449215-59449553	1	1	338	DistalRE	chr12	59449215	59449553	Baca_04-1243_T_wgs	Baca_04-1243_T_wgs	0.0029585798816568	0.0043222942910941	0.00982855501373632	2.00751032710066
chr12:60495412-60495854	1	1	442	DistalRE	chr12	60495412	60495854	CPCG0387-F1	CPCG0387-F1	0.00226244343891403	0.0029943421518705	0.00982855501373632	2.00751032710066
chr12:61102916-61103162	1	1	246	DistalRE	chr12	61102916	61103162	TCGA_6365_T1_wgs	TCGA_6365_T1_wgs	0.0040650406504065	0.00179106115913752	0.00982855501373632	2.00751032710066
chr12:6145692-6145952	1	1	260	DistalRE	chr12	6145692	6145952	CPCG0191-F1	CPCG0191-F1	0.00384615384615385	0.00169724385505603	0.00982855501373632	2.00751032710066
chr1:26153216-26153418	1	1	202	DistalRE	chr1	26153216	26153418	Baca_05-1657_T_wgs	Baca_05-1657_T_wgs	0.00495049504950495	0.00152162830075645	0.00982855501373632	2.00751032710066
chr1:26232798-26233091	1	1	293	MIR3917	chr1	26232798	26233091	Baca_STID0000002525_T_wgs	Baca_STID0000002525_T_wgs	0.00341296928327645	0.00227981927634669	0.00982855501373632	2.00751032710066
chr12:6264109-6264295	1	1	186	RP3-454B23.1	chr12	6264109	6264295	CPCG0208-F1	CPCG0208-F1	0.00537634408602151	0.00135451298477296	0.00982855501373632	2.00751032710066
chr12:6350318-6350508	1	1	190	DistalRE	chr12	6350318	6350508	CPCG0121-F1	CPCG0121-F1	0.00526315789473684	0.00104981883488282	0.00982855501373632	2.00751032710066
chr12:6377884-6378250	1	1	366	DistalRE	chr12	6377884	6378250	Baca_STID0000002872_T_wgs	Baca_STID0000002872_T_wgs	0.00273224043715847	0.00248011693559451	0.00982855501373632	2.00751032710066
chr12:64789541-64789960	1	1	419	DistalRE	chr12	64789541	64789960	CPCG0087-F1	CPCG0087-F1	0.00238663484486874	0.00378321148361527	0.00982855501373632	2.00751032710066
chr12:64813565-64813780	1	1	215	DistalRE	chr12	64813565	64813780	CPCG0243-F1	CPCG0243-F1	0.00465116279069767	0.00140369638808372	0.00982855501373632	2.00751032710066
chr12:65017057-65017398	1	1	341	DistalRE	chr12	65017057	65017398	Baca_03-2345_T_wgs	Baca_03-2345_T_wgs	0.00293255131964809	0.00367781829896847	0.00982855501373632	2.00751032710066
chr12:65310216-65310863	1	1	647	DistalRE	chr12	65310216	65310863	CPCG0190-F1	CPCG0190-F1	0.00154559505409583	0.00178679291921067	0.00982855501373632	2.00751032710066
chr12:66024209-66024718	1	1	509	DistalRE	chr12	66024209	66024718	CPCG0238-F1	CPCG0238-F1	0.00196463654223969	0.00280993143081273	0.00982855501373632	2.00751032710066
chr12:6663290-6663710	1	1	420	DistalRE	chr12	6663290	6663710	TCGA_7744_T1_wgs	TCGA_7744_T1_wgs	0.00238095238095238	0.00410759376090769	0.00982855501373632	2.00751032710066
chr12:6676388-6676698	1	1	310	NOP2	chr12	6676388	6676698	CPCG0371-F1	CPCG0371-F1	0.0032258064516129	0.0028004143151672	0.00982855501373632	2.00751032710066
chr12:68752698-68752943	1	1	245	DistalRE	chr12	68752698	68752943	CPCG0098-F1	CPCG0098-F1	0.00408163265306122	0.00338034983761149	0.00982855501373632	2.00751032710066
chr12:69464157-69464389	1	1	232	DistalRE	chr12	69464157	69464389	Baca_06-1749_T_wgs	Baca_06-1749_T_wgs	0.00431034482758621	0.00308504084756083	0.00982855501373632	2.00751032710066
chr1:27371083-27371344	1	1	261	DistalRE	chr1	27371083	27371344	CPCG0078-F1	CPCG0078-F1	0.00383141762452107	0.00222741989844506	0.00982855501373632	2.00751032710066
chr12:75874435-75874569	1	1	134	GLIPR1	chr12	75874435	75874569	TCGA_5788_T1_wgs	TCGA_5788_T1_wgs	0.00746268656716418	0.00191748068809009	0.00982855501373632	2.00751032710066
chr12:75877140-75877517	1	1	377	RP11-585P4.5	chr12	75877140	75877517	Baca_08-716_T_wgs	Baca_08-716_T_wgs	0.0026525198938992	0.00444263076986541	0.00982855501373632	2.00751032710066
chr12:75905047-75905897	1	1	850	DistalRE	chr12	75905047	75905897	CPCG0102-F1	CPCG0102-F1	0.00117647058823529	0.000640569346288222	0.00982855501373632	2.00751032710066
chr12:76213502-76213687	1	1	185	DistalRE	chr12	76213502	76213687	Baca_05-1657_T_wgs	Baca_05-1657_T_wgs	0.00540540540540541	0.00139365975137402	0.00982855501373632	2.00751032710066
chr12:76952493-76952779	1	1	286	DistalRE	chr12	76952493	76952779	Baca_STID0000002682_T_wgs	Baca_STID0000002682_T_wgs	0.0034965034965035	0.00301388916541443	0.00982855501373632	2.00751032710066
chr1:27721841-27722144	1	1	303	DistalRE	chr1	27721841	27722144	Baca_08-1042_T_wgs	Baca_08-1042_T_wgs	0.0033003300330033	0.00395143001493195	0.00982855501373632	2.00751032710066
chr12:78792519-78792903	1	1	384	DistalRE	chr12	78792519	78792903	Baca_08-492_T_wgs	Baca_08-492_T_wgs	0.00260416666666667	0.00366004019748589	0.00982855501373632	2.00751032710066
chr12:79941228-79942005	1	1	777	DistalRE	chr12	79941228	79942005	Weischenfeldt_010_T_wgs	Weischenfeldt_010_T_wgs	0.00128700128700129	0.00428624932122609	0.00982855501373632	2.00751032710066
chr12:79943344-79943548	1	1	204	DistalRE	chr12	79943344	79943548	CPCG0248-F1	CPCG0248-F1	0.00490196078431373	0.00204838743252034	0.00982855501373632	2.00751032710066
chr12:80082690-80083680	1	1	990	PAWR,RP11-530C5.1	chr12	80082690	80083680	CPCG0360-F1	CPCG0360-F1	0.00101010101010101	0.00422018965521681	0.00982855501373632	2.00751032710066
chr12:80903474-80904225	1	1	751	PTPRQ	chr12	80903474	80904225	CPCG0268-F1	CPCG0268-F1	0.00133155792276964	0.00207370739316976	0.00982855501373632	2.00751032710066
chr12:82819879-82820258	1	1	379	DistalRE	chr12	82819879	82820258	CPCG0357-F1	CPCG0357-F1	0.00263852242744063	0.00304294617722307	0.00982855501373632	2.00751032710066
chr12:860216-860823	1	1	607	WNK1	chr12	860216	860823	Baca_08-5852_T_wgs	Baca_08-5852_T_wgs	0.00164744645799012	0.00228533033961859	0.00982855501373632	2.00751032710066
chr12:8845304-8845628	1	1	324	DistalRE	chr12	8845304	8845628	Baca_08-492_T_wgs	Baca_08-492_T_wgs	0.00308641975308642	0.00308904319486848	0.00982855501373632	2.00751032710066
chr12:88579727-88580508	1	1	781	DistalRE	chr12	88579727	88580508	CPCG0336-F1	CPCG0336-F1	0.00128040973111396	0.00313512713850469	0.00982855501373632	2.00751032710066
chr12:88585996-88586163	1	1	167	DistalRE	chr12	88585996	88586163	Berger_3043_T_wgs	Berger_3043_T_wgs	0.00598802395209581	0.00130005684651765	0.00982855501373632	2.00751032710066
chr12:88694116-88694436	1	1	320	DistalRE	chr12	88694116	88694436	CPCG0242-F1	CPCG0242-F1	0.003125	0.00433280424598952	0.00982855501373632	2.00751032710066
chr12:89699183-89699448	1	1	265	DistalRE	chr12	89699183	89699448	Baca_09-37_T_wgs	Baca_09-37_T_wgs	0.00377358490566038	0.00239438965542461	0.00982855501373632	2.00751032710066
chr12:90312842-90312941	1	1	99	RP11-654D12.2	chr12	90312842	90312941	Baca_06-1749_T_wgs	Baca_06-1749_T_wgs	0.0101010101010101	0.00131762741661086	0.00982855501373632	2.00751032710066
chr1:29101755-29102198	1	1	443	DistalRE	chr1	29101755	29102198	CPCG0412-F1	CPCG0412-F1	0.00225733634311512	0.00411034551062074	0.00982855501373632	2.00751032710066
chr12:91029024-91029533	1	1	509	DistalRE	chr12	91029024	91029533	TCGA_7075_T1_wgs	TCGA_7075_T1_wgs	0.00196463654223969	0.00433929846620672	0.00982855501373632	2.00751032710066
chr12:92039742-92040114	1	1	372	DistalRE	chr12	92039742	92040114	CPCG0057-F1	CPCG0057-F1	0.00268817204301075	0.0038252691959576	0.00982855501373632	2.00751032710066
chr12:92424447-92424822	1	1	375	DistalRE	chr12	92424447	92424822	CPCG0407-F1	CPCG0407-F1	0.00266666666666667	0.00272899363475601	0.00982855501373632	2.00751032710066
chr12:92706729-92707120	1	1	391	DistalRE	chr12	92706729	92707120	Weischenfeldt_010_T_wgs	Weischenfeldt_010_T_wgs	0.00255754475703325	0.00215921700224043	0.00982855501373632	2.00751032710066
chr12:92730085-92730259	1	1	174	DistalRE	chr12	92730085	92730259	CPCG0206-F1	CPCG0206-F1	0.00574712643678161	0.00113616688120386	0.00982855501373632	2.00751032710066
chr12:93637425-93637739	1	1	314	DistalRE	chr12	93637425	93637739	CPCG0095-F1	CPCG0095-F1	0.00318471337579618	0.00165559945445611	0.00982855501373632	2.00751032710066
chr12:93984961-93985600	1	1	639	DistalRE	chr12	93984961	93985600	Weischenfeldt_05_T_wgs	Weischenfeldt_05_T_wgs	0.00156494522691706	0.00368632129854586	0.00982855501373632	2.00751032710066
chr12:93997624-93997894	1	1	270	DistalRE	chr12	93997624	93997894	CPCG0047-F1	CPCG0047-F1	0.0037037037037037	0.00250719117779444	0.00982855501373632	2.00751032710066
chr1:29508346-29509125	1	1	779	DistalRE	chr1	29508346	29509125	Weischenfeldt_010_T_wgs	Weischenfeldt_010_T_wgs	0.00128369704749679	0.00429725839859386	0.00982855501373632	2.00751032710066
chr12:95467183-95467619	1	1	436	DistalRE	chr12	95467183	95467619	CPCG0371-F1	CPCG0371-F1	0.00229357798165138	0.00393640443806345	0.00982855501373632	2.00751032710066
chr12:95822177-95822590	1	1	413	DistalRE	chr12	95822177	95822590	CPCG0413-F1	CPCG0413-F1	0.00242130750605327	0.00176271375651677	0.00982855501373632	2.00751032710066
chr12:95972580-95972951	1	1	371	DistalRE	chr12	95972580	95972951	Baca_06-3199_T_wgs	Baca_06-3199_T_wgs	0.00269541778975741	0.00344345002900518	0.00982855501373632	2.00751032710066
chr12:96124345-96124660	1	1	315	DistalRE	chr12	96124345	96124660	Weischenfeldt_05_T_wgs	Weischenfeldt_05_T_wgs	0.00317460317460317	0.00181890207594705	0.00982855501373632	2.00751032710066
chr12:9895446-9895618	1	1	172	DistalRE	chr12	9895446	9895618	Weischenfeldt_07_T_wgs	Weischenfeldt_07_T_wgs	0.00581395348837209	0.000561714258811116	0.00982855501373632	2.00751032710066
chr1:30274161-30274459	1	1	298	DistalRE	chr1	30274161	30274459	CPCG0124-F1	CPCG0124-F1	0.00335570469798658	0.00284150954666801	0.00982855501373632	2.00751032710066
chr13:100628957-100629085	1	1	128	DistalRE	chr13	100628957	100629085	CPCG0260-F1	CPCG0260-F1	0.0078125	0.000835926507320942	0.00982855501373632	2.00751032710066
chr13:101525054-101525310	1	1	256	DistalRE	chr13	101525054	101525310	CPCG0336-F1	CPCG0336-F1	0.00390625	0.00102873207720264	0.00982855501373632	2.00751032710066
chr13:102277455-102277624	1	1	169	DistalRE	chr13	102277455	102277624	CPCG0121-F1	CPCG0121-F1	0.00591715976331361	0.000933840422707397	0.00982855501373632	2.00751032710066
chr13:105907889-105908148	1	1	259	DistalRE	chr13	105907889	105908148	Baca_04-1084_T_wgs	Baca_04-1084_T_wgs	0.00386100386100386	0.0020155336670625	0.00982855501373632	2.00751032710066
chr13:113406951-113407200	1	1	249	DistalRE	chr13	113406951	113407200	CPCG0354-F1	CPCG0354-F1	0.00401606425702811	0.00243725653451311	0.00982855501373632	2.00751032710066
chr1:31195123-31195393	1	1	270	DistalRE	chr1	31195123	31195393	Weischenfeldt_06_T_wgs	Weischenfeldt_06_T_wgs	0.0037037037037037	0.00128825979308428	0.00982855501373632	2.00751032710066
chr1:31846289-31846567	1	1	278	DistalRE	chr1	31846289	31846567	TCGA_7233_T1_wgs	TCGA_7233_T1_wgs	0.00359712230215827	0.00216323131252004	0.00982855501373632	2.00751032710066
chr1:31886455-31886834	1	1	379	SERINC2	chr1	31886455	31886834	CPCG0185-F1	CPCG0185-F1	0.00263852242744063	0.00285303289310141	0.00982855501373632	2.00751032710066
