peakID	Freq	FreqUnique	peakLEN	peakANNO	chr	start	end	MutSamples	MutSamplesunique	peakMUTr	pbin	pbin.adj	neglog10qval
chr15:26045616-26046141	1	1	525	DistalRE	chr15	26045616	26046141	CPCG0369-F1	CPCG0369-F1	0.0019047619047619	0.000311418617179823	0.0169734825466123	1.77022904185398
chr15:27875962-27876290	1	1	328	DistalRE	chr15	27875962	27876290	Berger_3043_T_wgs	Berger_3043_T_wgs	0.00304878048780488	0.000188493996270471	0.0169734825466123	1.77022904185398
chr15:29500400-29500879	1	1	479	DistalRE	chr15	29500400	29500879	CPCG0412-F1	CPCG0412-F1	0.00208768267223382	0.00032852530877723	0.0169734825466123	1.77022904185398
chr15:31504890-31505108	1	1	218	DistalRE	chr15	31504890	31505108	CPCG0047-F1	CPCG0047-F1	0.00458715596330275	0.0001495301222596	0.0169734825466123	1.77022904185398
chr15:31566664-31566997	1	1	333	DistalRE	chr15	31566664	31566997	CPCG0324-F1	CPCG0324-F1	0.003003003003003	0.000197539629911753	0.0169734825466123	1.77022904185398
chr15:32941654-32942088	1	1	434	DistalRE	chr15	32941654	32942088	Baca_08-5852_T_wgs	Baca_08-5852_T_wgs	0.00230414746543779	0.000120686206049524	0.0169734825466123	1.77022904185398
chr15:33165202-33165458	1	1	256	DistalRE	chr15	33165202	33165458	CPCG0095-F1	CPCG0095-F1	0.00390625	9.96645007691391e-05	0.0169734825466123	1.77022904185398
chr15:33314086-33314393	1	1	307	DistalRE	chr15	33314086	33314393	CPCG0268-F1	CPCG0268-F1	0.00325732899022801	6.26066266008408e-05	0.0169734825466123	1.77022904185398
chr15:33526191-33526718	1	1	527	DistalRE	chr15	33526191	33526718	CPCG0237-F1	CPCG0237-F1	0.00189753320683112	0.000127007460641638	0.0169734825466123	1.77022904185398
chr15:33794478-33795071	1	1	593	DistalRE	chr15	33794478	33795071	Weischenfeldt_010_T_wgs	Weischenfeldt_010_T_wgs	0.00168634064080944	0.000241839778539716	0.0169734825466123	1.77022904185398
chr15:35986148-35986445	1	1	297	DistalRE	chr15	35986148	35986445	Baca_STID0000002682_T_wgs	Baca_STID0000002682_T_wgs	0.00336700336700337	0.000231237617032971	0.0169734825466123	1.77022904185398
chr15:38587245-38587878	1	1	633	DistalRE	chr15	38587245	38587878	Weischenfeldt_08_T_wgs	Weischenfeldt_08_T_wgs	0.00157977883096367	9.38806604816016e-05	0.0169734825466123	1.77022904185398
chr15:39878535-39878995	1	1	460	DistalRE	chr15	39878535	39878995	CPCG0262-F1	CPCG0262-F1	0.00217391304347826	0.000264341309361908	0.0169734825466123	1.77022904185398
chr15:40011949-40012262	1	1	313	DistalRE	chr15	40011949	40012262	CPCG0217-F1	CPCG0217-F1	0.00319488817891374	0.000110249560623446	0.0169734825466123	1.77022904185398
chr15:40074196-40074337	1	1	141	DistalRE	chr15	40074196	40074337	CPCG0414-F1	CPCG0414-F1	0.00709219858156028	4.96666420857755e-05	0.0169734825466123	1.77022904185398
chr15:40627269-40627660	1	1	391	CASC5	chr15	40627269	40627660	CPCG0057-F1	CPCG0057-F1	0.00255754475703325	0.000297165943741036	0.0169734825466123	1.77022904185398
chr15:41166377-41167008	1	1	631	DistalRE	chr15	41166377	41167008	Baca_STID0000002621_T_wgs	Baca_STID0000002621_T_wgs	0.00158478605388273	0.000257335105761787	0.0169734825466123	1.77022904185398
chr15:41204013-41204219	1	1	206	DistalRE	chr15	41204013	41204219	Baca_08-501_T_wgs	Baca_08-501_T_wgs	0.00485436893203883	9.54749392251095e-05	0.0169734825466123	1.77022904185398
chr15:42730576-42731041	1	1	465	CDAN1	chr15	42730576	42731041	Baca_08-5852_T_wgs	Baca_08-5852_T_wgs	0.0021505376344086	0.000129306091977636	0.0169734825466123	1.77022904185398
chr15:45315149-45316612	1	1	1463	DistalRE	chr15	45315149	45316612	TCGA_7522_T1_wgs	TCGA_7522_T1_wgs	0.000683526999316473	0.000244082508723711	0.0169734825466123	1.77022904185398
chr15:45659560-45659768	1	1	208	SQRDL	chr15	45659560	45659768	CPCG0206-F1	CPCG0206-F1	0.00480769230769231	0.000100257716752298	0.0169734825466123	1.77022904185398
chr15:45661861-45662105	1	1	244	DistalRE	chr15	45661861	45662105	CPCG0268-F1	CPCG0268-F1	0.00409836065573771	4.97593323233129e-05	0.0169734825466123	1.77022904185398
chr15:48011994-48012473	1	1	479	DistalRE	chr15	48011994	48012473	Baca_08-5852_T_wgs	Baca_08-5852_T_wgs	0.00208768267223382	0.000133198919329012	0.0169734825466123	1.77022904185398
chr15:48769501-48770080	1	1	579	DistalRE	chr15	48769501	48770080	CPCG0243-F1	CPCG0243-F1	0.00172711571675302	0.000279057826000023	0.0169734825466123	1.77022904185398
chr15:56285754-56286364	1	1	610	DistalRE	chr15	56285754	56286364	TCGA_7169_T1_wgs	TCGA_7169_T1_wgs	0.00163934426229508	0.000305302385509046	0.0169734825466123	1.77022904185398
chr15:58653510-58653844	1	1	334	DistalRE	chr15	58653510	58653844	Baca_07-5318_T_wgs	Baca_07-5318_T_wgs	0.0029940119760479	0.000297184497223588	0.0169734825466123	1.77022904185398
chr15:59444861-59445220	1	1	359	FAM81A	chr15	59444861	59445220	CPCG0255-F1	CPCG0255-F1	0.00278551532033426	0.000226270094269643	0.0169734825466123	1.77022904185398
chr15:62043551-62043887	1	1	336	DistalRE	chr15	62043551	62043887	CPCG0117-F1	CPCG0117-F1	0.00297619047619048	0.000230459118239547	0.0169734825466123	1.77022904185398
chr15:62411625-62411902	1	1	277	DistalRE	chr15	62411625	62411902	Baca_03-2345_T_wgs	Baca_03-2345_T_wgs	0.0036101083032491	0.000220802120879426	0.0169734825466123	1.77022904185398
chr15:62433897-62434252	1	1	355	DistalRE	chr15	62433897	62434252	CPCG0372-F1	CPCG0372-F1	0.0028169014084507	0.000171106867852978	0.0169734825466123	1.77022904185398
chr15:63801439-63801740	1	1	301	DistalRE	chr15	63801439	63801740	CPCG0356-F1	CPCG0356-F1	0.00332225913621262	0.000117182624787843	0.0169734825466123	1.77022904185398
chr15:64109135-64109664	1	1	529	DistalRE	chr15	64109135	64109664	CPCG0090-F1	CPCG0090-F1	0.00189035916824197	0.000274572463624452	0.0169734825466123	1.77022904185398
chr15:64363705-64363900	1	1	195	DistalRE	chr15	64363705	64363900	Baca_07-837_T_wgs	Baca_07-837_T_wgs	0.00512820512820513	0.000206047687066459	0.0169734825466123	1.77022904185398
chr15:65588084-65588972	1	1	888	VWA9	chr15	65588084	65588972	CPCG0268-F1	CPCG0268-F1	0.00112612612612613	0.000181079449365103	0.0169734825466123	1.77022904185398
chr15:67431531-67431758	1	1	227	DistalRE	chr15	67431531	67431758	CPCG0369-F1	CPCG0369-F1	0.00440528634361234	0.00013466338120067	0.0169734825466123	1.77022904185398
chr15:68447266-68447657	1	1	391	DistalRE	chr15	68447266	68447657	CPCG0354-F1	CPCG0354-F1	0.00255754475703325	0.000282672087797609	0.0169734825466123	1.77022904185398
chr15:69746754-69746867	1	1	113	DistalRE	chr15	69746754	69746867	CPCG0232-F1	CPCG0232-F1	0.00884955752212389	0.000129880804980531	0.0169734825466123	1.77022904185398
chr15:70357421-70357961	1	1	540	DistalRE	chr15	70357421	70357961	Baca_04-1084_T_wgs	Baca_04-1084_T_wgs	0.00185185185185185	0.000310306577537524	0.0169734825466123	1.77022904185398
chr15:70369948-70370309	1	1	361	DistalRE	chr15	70369948	70370309	Baca_08-5852_T_wgs	Baca_08-5852_T_wgs	0.00277008310249307	0.000100387471455425	0.0169734825466123	1.77022904185398
chr15:71918986-71919715	1	1	729	DistalRE	chr15	71918986	71919715	Berger_0508_T_wgs	Berger_0508_T_wgs	0.00137174211248285	0.000324318129220824	0.0169734825466123	1.77022904185398
chr15:74257150-74257420	1	1	270	DistalRE	chr15	74257150	74257420	CPCG0346-F1	CPCG0346-F1	0.0037037037037037	9.5104175104495e-05	0.0169734825466123	1.77022904185398
chr15:74333346-74333433	1	1	87	DistalRE	chr15	74333346	74333433	CPCG0073-F1	CPCG0073-F1	0.0114942528735632	5.967754656957e-05	0.0169734825466123	1.77022904185398
chr15:75017746-75017998	1	1	252	SCAMP5	chr15	75017746	75017998	CPCG0357-F1	CPCG0357-F1	0.00396825396825397	0.000149493041454494	0.0169734825466123	1.77022904185398
chr15:77925856-77926150	1	1	294	DistalRE	chr15	77925856	77926150	TCGA_5750_T1_wgs	TCGA_5750_T1_wgs	0.00340136054421769	0.000250699632145181	0.0169734825466123	1.77022904185398
chr15:81028967-81029317	1	1	350	DistalRE	chr15	81028967	81029317	CPCG0374-F1	CPCG0374-F1	0.00285714285714286	0.000181672640972292	0.0169734825466123	1.77022904185398
chr15:81069527-81069732	1	1	205	DistalRE	chr15	81069527	81069732	Baca_STID0000002872_T_wgs	Baca_STID0000002872_T_wgs	0.0048780487804878	0.000102612021834341	0.0169734825466123	1.77022904185398
chr15:81267857-81267994	1	1	137	DistalRE	chr15	81267857	81267994	CPCG0154-F1	CPCG0154-F1	0.0072992700729927	6.34964846093473e-05	0.0169734825466123	1.77022904185398
chr15:82059001-82059823	1	1	822	DistalRE	chr15	82059001	82059823	CPCG0122-F1	CPCG0122-F1	0.00121654501216545	9.14336444437336e-05	0.0169734825466123	1.77022904185398
chr15:82201938-82202227	1	1	289	DistalRE	chr15	82201938	82202227	Baca_08-784_T_wgs	Baca_08-784_T_wgs	0.00346020761245675	0.000112511155059236	0.0169734825466123	1.77022904185398
chr15:89735127-89735503	1	1	376	DistalRE	chr15	89735127	89735503	Baca_07-4610_T_wgs	Baca_07-4610_T_wgs	0.00265957446808511	0.000271829364077931	0.0169734825466123	1.77022904185398
chr15:90400124-90400332	1	1	208	RP11-154B12.3	chr15	90400124	90400332	Baca_STID0000002872_T_wgs	Baca_STID0000002872_T_wgs	0.00480769230769231	0.000104113583005039	0.0169734825466123	1.77022904185398
chr15:93166689-93167103	1	1	414	DistalRE	chr15	93166689	93167103	CPCG0248-F1	CPCG0248-F1	0.00241545893719807	0.000306970485453847	0.0169734825466123	1.77022904185398
chr15:93450644-93451289	1	1	645	DistalRE	chr15	93450644	93451289	Weischenfeldt_02_T_wgs	Weischenfeldt_02_T_wgs	0.00155038759689922	0.0001673995351393	0.0169734825466123	1.77022904185398
chr15:94653888-94654399	1	1	511	DistalRE	chr15	94653888	94654399	Baca_03-1426_T_wgs	Baca_03-1426_T_wgs	0.00195694716242661	0.000312586257350228	0.0169734825466123	1.77022904185398
chr15:98520415-98520624	1	1	209	DistalRE	chr15	98520415	98520624	Weischenfeldt_04_T_wgs	Weischenfeldt_04_T_wgs	0.00478468899521531	9.2990851568643e-05	0.0169734825466123	1.77022904185398
chr15:99154964-99155436	1	1	472	DistalRE	chr15	99154964	99155436	CPCG0020-F1	CPCG0020-F1	0.00211864406779661	0.000297481005817909	0.0169734825466123	1.77022904185398
chr16:11350001-11350481	1	1	480	RP11-485G7.6	chr16	11350001	11350481	TCGA_7740_T1_wgs	TCGA_7740_T1_wgs	0.00208333333333333	9.78848555746307e-05	0.0169734825466123	1.77022904185398
chr16:14088440-14088796	1	1	356	DistalRE	chr16	14088440	14088796	CPCG0048-F1	CPCG0048-F1	0.00280898876404494	9.23976273396799e-05	0.0169734825466123	1.77022904185398
chr16:1429615-1430343	1	1	728	DistalRE	chr16	1429615	1430343	CPCG0237-F1	CPCG0237-F1	0.00137362637362637	0.000175444386751879	0.0169734825466123	1.77022904185398
chr16:1480947-1481250	1	1	303	DistalRE	chr16	1480947	1481250	CPCG0236-F1	CPCG0236-F1	0.0033003300330033	0.00031453238350951	0.0169734825466123	1.77022904185398
chr16:15149878-15150374	1	1	496	Y_RNA	chr16	15149878	15150374	CPCG0352-F1	CPCG0352-F1	0.00201612903225806	0.000156314589578861	0.0169734825466123	1.77022904185398
chr16:15735737-15735898	1	1	161	DistalRE	chr16	15735737	15735898	CPCG0378-F1	CPCG0378-F1	0.0062111801242236	0.000182061959736942	0.0169734825466123	1.77022904185398
chr16:15915784-15916068	1	1	284	DistalRE	chr16	15915784	15916068	CPCG0123-F1	CPCG0123-F1	0.00352112676056338	0.000152681385435259	0.0169734825466123	1.77022904185398
chr16:1695949-1696697	1	1	748	DistalRE	chr16	1695949	1696697	CPCG0413-F1	CPCG0413-F1	0.00133689839572193	0.000235723124968142	0.0169734825466123	1.77022904185398
chr16:17068034-17068377	1	1	343	DistalRE	chr16	17068034	17068377	CPCG0154-F1	CPCG0154-F1	0.00291545189504373	0.000158965361511448	0.0169734825466123	1.77022904185398
chr16:17389869-17390076	1	1	207	DistalRE	chr16	17389869	17390076	Berger_3043_T_wgs	Berger_3043_T_wgs	0.00483091787439614	0.00011896223758963	0.0169734825466123	1.77022904185398
chr16:17458398-17458756	1	1	358	DistalRE	chr16	17458398	17458756	Baca_08-4154_T_wgs	Baca_08-4154_T_wgs	0.00279329608938547	0.000325170754184516	0.0169734825466123	1.77022904185398
chr16:1979634-1979984	1	1	350	NOXO1	chr16	1979634	1979984	CPCG0213-F1	CPCG0213-F1	0.00285714285714286	0.000227085658691611	0.0169734825466123	1.77022904185398
chr16:2014642-2015207	1	1	565	DistalRE	chr16	2014642	2015207	Weischenfeldt_010_T_wgs	Weischenfeldt_010_T_wgs	0.00176991150442478	0.000230422015327624	0.0169734825466123	1.77022904185398
chr16:20335712-20336025	1	1	313	DistalRE	chr16	20335712	20336025	Baca_03-1426_T_wgs	Baca_03-1426_T_wgs	0.00319488817891374	0.000191478325918446	0.0169734825466123	1.77022904185398
chr16:22057274-22057656	1	1	382	DistalRE	chr16	22057274	22057656	Baca_08-501_T_wgs	Baca_08-501_T_wgs	0.00261780104712042	0.000177038540169752	0.0169734825466123	1.77022904185398
chr16:23090833-23091693	1	1	860	DistalRE	chr16	23090833	23091693	TCGA_7740_T1_wgs	TCGA_7740_T1_wgs	0.00116279069767442	0.000175370237684288	0.0169734825466123	1.77022904185398
chr16:23148938-23149540	1	1	602	USP31	chr16	23148938	23149540	Baca_STID0000002621_T_wgs	Baca_STID0000002621_T_wgs	0.00166112956810631	0.000245509746165434	0.0169734825466123	1.77022904185398
chr16:2323482-2323782	1	1	300	DistalRE	chr16	2323482	2323782	CPCG0006-F1	CPCG0006-F1	0.00333333333333333	0.000133476988980654	0.0169734825466123	1.77022904185398
chr16:23434695-23435273	1	1	578	DistalRE	chr16	23434695	23435273	CPCG0259-F1	CPCG0259-F1	0.00173010380622837	0.000289288839497464	0.0169734825466123	1.77022904185398
chr16:23445694-23446028	1	1	334	DistalRE	chr16	23445694	23446028	CPCG0340-F1	CPCG0340-F1	0.0029940119760479	0.000154794581580202	0.0169734825466123	1.77022904185398
chr16:27636695-27637116	1	1	421	DistalRE	chr16	27636695	27637116	CPCG0047-F1	CPCG0047-F1	0.00237529691211401	0.00028875137010467	0.0169734825466123	1.77022904185398
chr16:2803356-2803826	1	1	470	DistalRE	chr16	2803356	2803826	CPCG0412-F1	CPCG0412-F1	0.00212765957446809	0.000322353594431977	0.0169734825466123	1.77022904185398
chr16:28222285-28222647	1	1	362	DistalRE	chr16	28222285	28222647	Baca_STID0000002525_T_wgs	Baca_STID0000002525_T_wgs	0.00276243093922652	0.000208030975584825	0.0169734825466123	1.77022904185398
chr16:30856052-30856541	1	1	489	DistalRE	chr16	30856052	30856541	CPCG0374-F1	CPCG0374-F1	0.00204498977505112	0.000253813475687985	0.0169734825466123	1.77022904185398
chr16:31724289-31724666	1	1	377	DistalRE	chr16	31724289	31724666	CPCG0339-F1	CPCG0339-F1	0.0026525198938992	0.000195686016230369	0.0169734825466123	1.77022904185398
chr16:3414781-3415219	1	1	438	DistalRE	chr16	3414781	3415219	CPCG0371-F1	CPCG0371-F1	0.00228310502283105	0.00029229142329544	0.0169734825466123	1.77022904185398
chr16:34639910-34640251	1	1	341	DistalRE	chr16	34639910	34640251	CPCG0211-F1	CPCG0211-F1	0.00293255131964809	0.000303411969847245	0.0169734825466123	1.77022904185398
chr16:3921229-3921594	1	1	365	DistalRE	chr16	3921229	3921594	Weischenfeldt_04_T_wgs	Weischenfeldt_04_T_wgs	0.00273972602739726	0.000162394654916122	0.0169734825466123	1.77022904185398
chr16:46654589-46654883	1	1	294	DistalRE	chr16	46654589	46654883	CPCG0050-F1	CPCG0050-F1	0.00340136054421769	0.000267047432282231	0.0169734825466123	1.77022904185398
chr16:46721413-46721799	1	1	386	DistalRE	chr16	46721413	46721799	CPCG0331-F1	CPCG0331-F1	0.00259067357512953	0.000329136945488644	0.0169734825466123	1.77022904185398
chr16:46919953-46920372	1	1	419	DistalRE	chr16	46919953	46920372	CPCG0259-F1	CPCG0259-F1	0.00238663484486874	0.000209717728955013	0.0169734825466123	1.77022904185398
chr16:493941-494139	1	1	198	DistalRE	chr16	493941	494139	CPCG0409-F1	CPCG0409-F1	0.00505050505050505	9.17673447261751e-05	0.0169734825466123	1.77022904185398
chr16:49968543-49968893	1	1	350	DistalRE	chr16	49968543	49968893	CPCG0413-F1	CPCG0413-F1	0.00285714285714286	0.000110305171566519	0.0169734825466123	1.77022904185398
chr16:52593035-52593377	1	1	342	DistalRE	chr16	52593035	52593377	CPCG0243-F1	CPCG0243-F1	0.00292397660818713	0.000164841499019201	0.0169734825466123	1.77022904185398
chr16:54064333-54064747	1	1	414	DistalRE	chr16	54064333	54064747	CPCG0348-F1	CPCG0348-F1	0.00241545893719807	0.00020721539006391	0.0169734825466123	1.77022904185398
chr16:54681126-54681818	1	1	692	DistalRE	chr16	54681126	54681818	CPCG0212-F1	CPCG0212-F1	0.00144508670520231	0.000295034459065448	0.0169734825466123	1.77022904185398
chr16:54689622-54689877	1	1	255	DistalRE	chr16	54689622	54689877	CPCG0263-F1	CPCG0263-F1	0.00392156862745098	0.000146545662634015	0.0169734825466123	1.77022904185398
chr16:56806781-56808321	1	1	1540	DistalRE	chr16	56806781	56808321	CPCG0251-F1	CPCG0251-F1	0.000649350649350649	0.000285470712111733	0.0169734825466123	1.77022904185398
chr16:56949660-56950040	1	1	380	DistalRE	chr16	56949660	56950040	Weischenfeldt_05_T_wgs	Weischenfeldt_05_T_wgs	0.00263157894736842	0.000162023919399932	0.0169734825466123	1.77022904185398
chr16:56976756-56978267	1	1	1511	DistalRE	chr16	56976756	56978267	TCGA_7740_T1_wgs	TCGA_7740_T1_wgs	0.000661813368630046	0.000308100977199676	0.0169734825466123	1.77022904185398
chr16:57166463-57166600	1	1	137	DistalRE	chr16	57166463	57166600	CPCG0238-F1	CPCG0238-F1	0.0072992700729927	5.58771177866249e-05	0.0169734825466123	1.77022904185398
chr16:57634385-57634637	1	1	252	DistalRE	chr16	57634385	57634637	TCGA_7075_T1_wgs	TCGA_7075_T1_wgs	0.00396825396825397	0.000158835617426201	0.0169734825466123	1.77022904185398
chr16:57711573-57711963	1	1	390	DistalRE	chr16	57711573	57711963	CPCG0191-F1	CPCG0191-F1	0.00256410256410256	0.000187974973414975	0.0169734825466123	1.77022904185398
chr16:66308396-66308656	1	1	260	DistalRE	chr16	66308396	66308656	CPCG0404-F1	CPCG0404-F1	0.00384615384615385	0.000250625505824609	0.0169734825466123	1.77022904185398
chr16:66539407-66539807	1	1	400	DistalRE	chr16	66539407	66539807	Baca_08-2153_T_wgs	Baca_08-2153_T_wgs	0.0025	0.000133476981557276	0.0169734825466123	1.77022904185398
chr16:6679097-6679551	1	1	454	DistalRE	chr16	6679097	6679551	TCGA_7744_T1_wgs	TCGA_7744_T1_wgs	0.00220264317180617	0.000328210243279977	0.0169734825466123	1.77022904185398
chr16:67949706-67950112	1	1	406	SLC12A4	chr16	67949706	67950112	CPCG0372-F1	CPCG0372-F1	0.00246305418719212	0.000195686012602761	0.0169734825466123	1.77022904185398
chr16:68018874-68019218	1	1	344	RNU6-359P	chr16	68018874	68019218	CPCG0128-F1	CPCG0128-F1	0.00290697674418605	0.000261449899299412	0.0169734825466123	1.77022904185398
chr16:68877861-68878095	1	1	234	DistalRE	chr16	68877861	68878095	CPCG0266-F1	CPCG0266-F1	0.00427350427350427	0.000160503929346087	0.0169734825466123	1.77022904185398
chr16:69830464-69830773	1	1	309	DistalRE	chr16	69830464	69830773	CPCG0380-F1	CPCG0380-F1	0.00323624595469256	0.000189031549853932	0.0169734825466123	1.77022904185398
chr16:72957886-72958151	1	1	265	DistalRE	chr16	72957886	72958151	CPCG0236-F1	CPCG0236-F1	0.00377358490566038	0.000275091504191888	0.0169734825466123	1.77022904185398
chr16:73060726-73061090	1	1	364	RP11-346C20.3,RP11-346C20.4,ZFHX3	chr16	73060726	73061090	CPCG0241-F1	CPCG0241-F1	0.00274725274725275	0.000229421126814603	0.0169734825466123	1.77022904185398
chr16:73205295-73205660	1	1	365	DistalRE	chr16	73205295	73205660	CPCG0083-F1	CPCG0083-F1	0.00273972602739726	0.000263877958610242	0.0169734825466123	1.77022904185398
chr16:73745232-73745441	1	1	209	DistalRE	chr16	73745232	73745441	CPCG0414-F1	CPCG0414-F1	0.00478468899521531	7.36184672083865e-05	0.0169734825466123	1.77022904185398
chr16:73877079-73877238	1	1	159	DistalRE	chr16	73877079	73877238	CPCG0342-F1	CPCG0342-F1	0.00628930817610063	7.95878015154373e-05	0.0169734825466123	1.77022904185398
chr16:76978482-76978659	1	1	177	DistalRE	chr16	76978482	76978659	Baca_05-3852_T_wgs	Baca_05-3852_T_wgs	0.00564971751412429	7.87535784918718e-05	0.0169734825466123	1.77022904185398
chr16:770932-771666	1	1	734	LA16c-335H7.2	chr16	770932	771666	Baca_07-5021_T_wgs	Baca_07-5021_T_wgs	0.00136239782016349	0.00017689022907585	0.0169734825466123	1.77022904185398
chr16:77711080-77711465	1	1	385	DistalRE	chr16	77711080	77711465	CPCG0183-F1	CPCG0183-F1	0.0025974025974026	0.000264063301881933	0.0169734825466123	1.77022904185398
chr16:79787537-79787903	1	1	366	DistalRE	chr16	79787537	79787903	Baca_08-1541_T_wgs	Baca_08-1541_T_wgs	0.00273224043715847	0.000284951832925463	0.0169734825466123	1.77022904185398
chr16:85098558-85098798	1	1	240	DistalRE	chr16	85098558	85098798	CPCG0206-F1	CPCG0206-F1	0.00416666666666667	0.000115681088688093	0.0169734825466123	1.77022904185398
chr16:85182569-85182901	1	1	332	DistalRE	chr16	85182569	85182901	CPCG0341-F1	CPCG0341-F1	0.00301204819277108	0.000227715869708162	0.0169734825466123	1.77022904185398
chr16:85788293-85788405	1	1	112	DistalRE	chr16	85788293	85788405	CPCG0117-F1	CPCG0117-F1	0.00892857142857143	7.68256081027633e-05	0.0169734825466123	1.77022904185398
chr16:86986025-86986228	1	1	203	DistalRE	chr16	86986025	86986228	Baca_07-144_T_wgs	Baca_07-144_T_wgs	0.00492610837438424	0.000161820045633864	0.0169734825466123	1.77022904185398
chr16:87425529-87425968	1	1	439	DistalRE	chr16	87425529	87425968	Baca_08-501_T_wgs	Baca_08-501_T_wgs	0.00227790432801822	0.000203452598244276	0.0169734825466123	1.77022904185398
chr16:87522959-87523132	1	1	173	DistalRE	chr16	87522959	87523132	CPCG0099-F1	CPCG0099-F1	0.00578034682080925	0.000227697405975911	0.0169734825466123	1.77022904185398
chr16:88067688-88068263	1	1	575	DistalRE	chr16	88067688	88068263	CPCG0348-F1	CPCG0348-F1	0.00173913043478261	0.000287787556407694	0.0169734825466123	1.77022904185398
chr16:8834717-8835003	1	1	286	DistalRE	chr16	8834717	8835003	Baca_09-37_T_wgs	Baca_09-37_T_wgs	0.0034965034965035	0.000185565276952489	0.0169734825466123	1.77022904185398
chr16:88924130-88924480	1	1	350	DistalRE	chr16	88924130	88924480	Weischenfeldt_01_T_wgs	Weischenfeldt_01_T_wgs	0.00285714285714286	0.000246547750925992	0.0169734825466123	1.77022904185398
chr16:89626744-89627286	1	1	542	DPEP1	chr16	89626744	89627286	CPCG0407-F1	CPCG0407-F1	0.0018450184501845	0.000291364689407528	0.0169734825466123	1.77022904185398
chr16:8982111-8982315	1	1	204	DistalRE	chr16	8982111	8982315	CPCG0339-F1	CPCG0339-F1	0.00490196078431373	0.000105893209120814	0.0169734825466123	1.77022904185398
chr16:89919862-89920265	1	1	403	TUBB3	chr16	89919862	89920265	Baca_STID0000003127_T_wgs	Baca_STID0000003127_T_wgs	0.00248138957816377	0.000171829787721569	0.0169734825466123	1.77022904185398
chr17:1025719-1025856	1	1	137	DistalRE	chr17	1025719	1025856	CPCG0121-F1	CPCG0121-F1	0.0072992700729927	5.58771177866249e-05	0.0169734825466123	1.77022904185398
chr17:10871433-10871657	1	1	224	DistalRE	chr17	10871433	10871657	CPCG0212-F1	CPCG0212-F1	0.00446428571428571	9.55120133299933e-05	0.0169734825466123	1.77022904185398
chr17:11130401-11130648	1	1	247	DistalRE	chr17	11130401	11130648	CPCG0001-F1	CPCG0001-F1	0.00404858299595142	0.00019231246879649	0.0169734825466123	1.77022904185398
chr17:1407770-1408179	1	1	409	DistalRE	chr17	1407770	1408179	CPCG0217-F1	CPCG0217-F1	0.00244498777506112	0.000144061686553569	0.0169734825466123	1.77022904185398
chr17:15167939-15168238	1	1	299	DistalRE	chr17	15167939	15168238	Baca_08-5852_T_wgs	Baca_08-5852_T_wgs	0.00334448160535117	8.31471266701152e-05	0.0169734825466123	1.77022904185398
chr17:1628221-1628479	1	1	258	SLC43A2	chr17	1628221	1628479	Baca_08-716_T_wgs	Baca_08-716_T_wgs	0.00387596899224806	0.00022478727907418	0.0169734825466123	1.77022904185398
chr17:16821843-16822100	1	1	257	DistalRE	chr17	16821843	16822100	CPCG0201-F1	CPCG0201-F1	0.00389105058365759	0.000195333854170972	0.0169734825466123	1.77022904185398
chr17:17321139-17321452	1	1	313	DistalRE	chr17	17321139	17321452	CPCG0087-F1	CPCG0087-F1	0.00319488817891374	0.000208883634112272	0.0169734825466123	1.77022904185398
chr17:17517004-17517336	1	1	332	DistalRE	chr17	17517004	17517336	CPCG0184-F1	CPCG0184-F1	0.00301204819277108	0.000190792484240163	0.0169734825466123	1.77022904185398
chr17:17545205-17545537	1	1	332	DistalRE	chr17	17545205	17545537	Berger_3043_T_wgs	Berger_3043_T_wgs	0.00301204819277108	0.000190792484240163	0.0169734825466123	1.77022904185398
chr17:17677901-17678231	1	1	330	SMCR2	chr17	17677901	17678231	CPCG0128-F1	CPCG0128-F1	0.00303030303030303	0.000250810830899029	0.0169734825466123	1.77022904185398
chr17:19545789-19546255	1	1	466	DistalRE	chr17	19545789	19546255	CPCG0265-F1	CPCG0265-F1	0.00214592274678112	0.000276425933977162	0.0169734825466123	1.77022904185398
chr17:20704862-20705221	1	1	359	DistalRE	chr17	20704862	20705221	CPCG0267-F1	CPCG0267-F1	0.00278551532033426	0.000139761087471541	0.0169734825466123	1.77022904185398
chr17:21156611-21157013	1	1	402	DistalRE	chr17	21156611	21157013	CPCG0263-F1	CPCG0263-F1	0.00248756218905473	0.000231015168366138	0.0169734825466123	1.77022904185398
chr17:21181901-21182202	1	1	301	DHRS7B	chr17	21181901	21182202	Baca_07-5318_T_wgs	Baca_07-5318_T_wgs	0.00332225913621262	0.000267825889473282	0.0169734825466123	1.77022904185398
chr17:2186770-2186999	1	1	229	DistalRE	chr17	2186770	2186999	CPCG0050-F1	CPCG0050-F1	0.00436681222707424	0.000208012474437068	0.0169734825466123	1.77022904185398
chr17:26673064-26673278	1	1	214	DistalRE	chr17	26673064	26673278	CPCG0128-F1	CPCG0128-F1	0.00467289719626168	0.000162654194274582	0.0169734825466123	1.77022904185398
chr17:27083460-27083893	1	1	433	DistalRE	chr17	27083460	27083893	TCGA_6365_T1_wgs	TCGA_6365_T1_wgs	0.0023094688221709	0.000232776027997003	0.0169734825466123	1.77022904185398
chr17:27366037-27366621	1	1	584	DistalRE	chr17	27366037	27366621	CPCG0238-F1	CPCG0238-F1	0.00171232876712329	0.000238169797442028	0.0169734825466123	1.77022904185398
